equipment,geography,fuel_included,origin,destination,rate
reefers,region,True,Lower Atlantic,Upper Atlantic,4.43
reefers,region,True,Lower Atlantic,Lower Atlantic,5.24
reefers,region,True,Lower Atlantic,Carolinas,3.97
reefers,region,True,Lower Atlantic,Florida-So Georgia,3.05
reefers,region,True,Lower Atlantic,Southeast,2.91
reefers,region,True,Lower Atlantic,Ohio River,2.6
reefers,region,True,Lower Atlantic,Great Lakes,2.25
reefers,region,True,Lower Atlantic,Upper Midwest,1.89
reefers,region,True,Lower Atlantic,Lower Midwest,1.88
reefers,region,True,Lower Atlantic,South Central,1.86
