equipment,geography,fuel_included,origin,destination,rate
reefers,state,False,MS,MS,3.86
reefers,state,False,MS,NC,3.41
reefers,state,False,MS,NJ,2.53
reefers,state,False,MS,NM,2.3
reefers,state,False,MS,NY,2.48
reefers,state,False,MS,OH,2.47
reefers,state,False,MS,OK,2.81
reefers,state,False,MS,OR,1.84
reefers,state,False,MS,PA,2.85
reefers,state,False,MS,SC,3.8
reefers,state,False,MS,TN,3.56
reefers,state,False,MS,TX,2.43
reefers,state,False,MS,UT,1.7
reefers,state,False,MS,VA,3.24
reefers,state,False,MS,WA,1.73
reefers,state,False,MS,WI,1.94
reefers,state,False,MT,ID,2.37
reefers,state,False,MT,OR,2.48
reefers,state,False,MT,UT,2.6
reefers,state,False,MT,WA,2.41
reefers,state,False,NB,NY,4.27
reefers,state,False,NB,PA,4.34
reefers,state,False,NC,AL,2.61
reefers,state,False,NC,AR,1.48
reefers,state,False,NC,AZ,1.14
reefers,state,False,NC,BC,1.5
reefers,state,False,NC,CA,1.1
reefers,state,False,NC,CO,1.6
reefers,state,False,NC,CT,3.11
reefers,state,False,NC,DE,3.08
reefers,state,False,NC,FL,2.78
reefers,state,False,NC,GA,2.81
reefers,state,False,NC,IA,1.39
reefers,state,False,NC,IL,1.46
reefers,state,False,NC,IN,1.74
reefers,state,False,NC,KS,1.55
reefers,state,False,NC,KY,2.16
reefers,state,False,NC,LA,2.06
reefers,state,False,NC,MA,2.81
reefers,state,False,NC,MD,3.23
reefers,state,False,NC,ME,2.86
reefers,state,False,NC,MI,1.8
reefers,state,False,NC,MN,1.2
reefers,state,False,NC,MO,1.4
reefers,state,False,NC,MS,2.1
reefers,state,False,NC,NC,4.68
reefers,state,False,NC,NE,1.27
reefers,state,False,NC,NJ,2.64
reefers,state,False,NC,NV,1.17
reefers,state,False,NC,NY,2.93
reefers,state,False,NC,OH,2.1
reefers,state,False,NC,OK,1.58
reefers,state,False,NC,ON,1.73
reefers,state,False,NC,OR,1.51
reefers,state,False,NC,PA,2.85
reefers,state,False,NC,PQ,1.75
reefers,state,False,NC,SC,3.89
reefers,state,False,NC,TN,2.38
reefers,state,False,NC,TX,1.38
reefers,state,False,NC,UT,1.35
reefers,state,False,NC,VA,3.9
reefers,state,False,NC,WA,1.46
reefers,state,False,NC,WI,1.46
reefers,state,False,ND,AR,3.28
reefers,state,False,ND,CA,2.11
reefers,state,False,ND,CO,3.63
reefers,state,False,ND,CT,3.33
reefers,state,False,ND,FL,3.02
reefers,state,False,ND,GA,3.31
reefers,state,False,ND,IA,3.47
reefers,state,False,ND,IL,3.44
reefers,state,False,ND,IN,3.4
reefers,state,False,ND,MI,3.99
reefers,state,False,ND,MN,3.72
reefers,state,False,ND,MO,3.7
reefers,state,False,ND,NC,3.29
reefers,state,False,ND,ND,6.11
reefers,state,False,ND,NJ,3.09
reefers,state,False,ND,NY,3.32
reefers,state,False,ND,OH,3.72
reefers,state,False,ND,PA,3.46
reefers,state,False,ND,TN,3.42
reefers,state,False,ND,TX,3.32
reefers,state,False,ND,WI,3.57
reefers,state,False,NE,AL,3.56
reefers,state,False,NE,AR,2.81
reefers,state,False,NE,AZ,2.17
reefers,state,False,NE,CA,1.98
reefers,state,False,NE,CO,5.04
reefers,state,False,NE,FL,3.12
reefers,state,False,NE,GA,3.52
reefers,state,False,NE,IA,3.85
reefers,state,False,NE,ID,1.94
reefers,state,False,NE,IL,3.33
reefers,state,False,NE,IN,3.92
reefers,state,False,NE,KS,3.41
reefers,state,False,NE,KY,3.64
reefers,state,False,NE,LA,3.35
reefers,state,False,NE,MA,3.23
reefers,state,False,NE,MD,3.19
reefers,state,False,NE,MI,3.69
reefers,state,False,NE,MN,3.46
reefers,state,False,NE,MO,4.16
reefers,state,False,NE,MS,3.62
reefers,state,False,NE,NC,3.21
reefers,state,False,NE,NE,3.57
reefers,state,False,NE,NH,3.62
reefers,state,False,NE,NJ,3.57
reefers,state,False,NE,NM,3.55
reefers,state,False,NE,NV,2.67
reefers,state,False,NE,NY,3.34
reefers,state,False,NE,OH,3.67
reefers,state,False,NE,OK,4.44
reefers,state,False,NE,ON,2.21
reefers,state,False,NE,OR,2.51
reefers,state,False,NE,PA,3.18
reefers,state,False,NE,SC,3.93
reefers,state,False,NE,SD,5.57
reefers,state,False,NE,TN,3.97
reefers,state,False,NE,TX,3.21
reefers,state,False,NE,UT,2.52
reefers,state,False,NE,VA,3.25
reefers,state,False,NE,WA,1.94
reefers,state,False,NE,WI,3.4
reefers,state,False,NH,CA,0.92
reefers,state,False,NH,GA,1.93
reefers,state,False,NH,IL,1.55
reefers,state,False,NH,MA,6.67
reefers,state,False,NH,MD,2.96
reefers,state,False,NH,NC,3.07
reefers,state,False,NH,NJ,2.94
reefers,state,False,NH,NY,4.03
reefers,state,False,NH,OH,1.59
reefers,state,False,NH,ON,1.26
reefers,state,False,NH,PA,2.69
reefers,state,False,NH,TX,1.52
reefers,state,False,NJ,Dest - AB,1.84
reefers,state,False,NJ,AL,2.31
reefers,state,False,NJ,AR,1.51
reefers,state,False,NJ,AZ,1.16
reefers,state,False,NJ,CA,1.03
reefers,state,False,NJ,CO,1.75
reefers,state,False,NJ,CT,5.52
reefers,state,False,NJ,FL,2.42
reefers,state,False,NJ,GA,2.53
reefers,state,False,NJ,IA,1.47
reefers,state,False,NJ,ID,1.26
reefers,state,False,NJ,IL,1.53
reefers,state,False,NJ,IN,1.82
reefers,state,False,NJ,KS,1.5
reefers,state,False,NJ,KY,2.06
reefers,state,False,NJ,LA,1.93
reefers,state,False,NJ,MA,5.02
reefers,state,False,NJ,MD,4.89
reefers,state,False,NJ,ME,3.94
reefers,state,False,NJ,MI,1.99
reefers,state,False,NJ,MN,1.46
reefers,state,False,NJ,MO,1.5
reefers,state,False,NJ,MS,2.04
reefers,state,False,NJ,NC,3.06
reefers,state,False,NJ,ND,1.8
reefers,state,False,NJ,NE,1.47
reefers,state,False,NJ,NH,4.91
reefers,state,False,NJ,NV,1.12
reefers,state,False,NJ,NY,4.19
reefers,state,False,NJ,OH,2.13
reefers,state,False,NJ,OK,1.56
reefers,state,False,NJ,ON,2.0
reefers,state,False,NJ,OR,1.35
reefers,state,False,NJ,PA,4.68
reefers,state,False,NJ,PQ,2.58
reefers,state,False,NJ,RI,5.77
reefers,state,False,NJ,SC,2.73
reefers,state,False,NJ,TN,2.15
reefers,state,False,NJ,TX,1.48
reefers,state,False,NJ,UT,1.34
reefers,state,False,NJ,VA,4.35
reefers,state,False,NJ,VT,4.86
reefers,state,False,NJ,WA,1.57
reefers,state,False,NJ,WI,1.43
reefers,state,False,NJ,WY,1.7
reefers,state,False,NM,AZ,1.76
reefers,state,False,NM,CA,1.45
reefers,state,False,NM,CO,3.68
reefers,state,False,NM,IL,2.23
reefers,state,False,NM,MI,2.56
reefers,state,False,NM,NV,2.43
reefers,state,False,NM,OH,2.05
reefers,state,False,NM,PA,2.41
reefers,state,False,NM,TN,2.32
reefers,state,False,NM,TX,2.66
reefers,state,False,NM,UT,1.9
reefers,state,False,NM,WI,2.07
reefers,state,False,NV,AZ,2.9
reefers,state,False,NV,BC,3.61
reefers,state,False,NV,CA,2.57
reefers,state,False,NV,CO,3.2
reefers,state,False,NV,FL,2.36
reefers,state,False,NV,GA,2.11
reefers,state,False,NV,ID,2.34
reefers,state,False,NV,IL,1.85
reefers,state,False,NV,IN,2.15
reefers,state,False,NV,KS,2.05
reefers,state,False,NV,MD,2.04
reefers,state,False,NV,MI,2.25
reefers,state,False,NV,MN,2.06
reefers,state,False,NV,NM,4.1
reefers,state,False,NV,NV,3.19
reefers,state,False,NV,NY,2.18
reefers,state,False,NV,OR,2.88
reefers,state,False,NV,PA,2.35
reefers,state,False,NV,TN,2.28
reefers,state,False,NV,TX,2.38
reefers,state,False,NV,UT,2.52
reefers,state,False,NV,WA,2.71
reefers,state,False,NV,WI,1.86
reefers,state,False,NY,Dest - AB,1.8
reefers,state,False,NY,AL,2.32
reefers,state,False,NY,AZ,1.38
reefers,state,False,NY,CA,1.1
reefers,state,False,NY,CO,1.65
reefers,state,False,NY,CT,5.15
reefers,state,False,NY,FL,2.63
reefers,state,False,NY,GA,2.71
reefers,state,False,NY,IA,1.77
reefers,state,False,NY,IL,1.68
reefers,state,False,NY,IN,2.06
reefers,state,False,NY,KS,1.45
reefers,state,False,NY,KY,2.47
reefers,state,False,NY,LA,2.22
reefers,state,False,NY,MA,4.68
reefers,state,False,NY,MD,4.53
reefers,state,False,NY,ME,3.93
reefers,state,False,NY,MI,2.16
reefers,state,False,NY,MN,1.78
reefers,state,False,NY,MO,1.98
reefers,state,False,NY,MS,3.36
reefers,state,False,NY,NC,3.27
reefers,state,False,NY,NE,1.74
reefers,state,False,NY,NH,5.03
reefers,state,False,NY,NJ,4.79
reefers,state,False,NY,NV,1.46
reefers,state,False,NY,NY,5.05
reefers,state,False,NY,OH,2.55
reefers,state,False,NY,OK,1.77
reefers,state,False,NY,ON,2.88
reefers,state,False,NY,OR,1.43
reefers,state,False,NY,PA,4.58
reefers,state,False,NY,PQ,3.11
reefers,state,False,NY,RI,5.19
reefers,state,False,NY,SC,2.96
reefers,state,False,NY,TN,2.61
reefers,state,False,NY,TX,1.7
reefers,state,False,NY,UT,1.41
reefers,state,False,NY,VA,4.04
reefers,state,False,NY,VT,5.09
reefers,state,False,NY,WA,1.5
reefers,state,False,NY,WI,1.59
reefers,state,False,NY,WV,4.25
reefers,state,False,OH,Dest - AB,1.93
reefers,state,False,OH,AL,3.83
reefers,state,False,OH,AR,2.36
reefers,state,False,OH,AZ,1.43
reefers,state,False,OH,CA,1.24
reefers,state,False,OH,CO,2.07
reefers,state,False,OH,CT,3.87
reefers,state,False,OH,DE,4.46
reefers,state,False,OH,FL,3.14
reefers,state,False,OH,GA,3.52
reefers,state,False,OH,IA,1.94
reefers,state,False,OH,ID,1.6
reefers,state,False,OH,IL,2.35
reefers,state,False,OH,IN,3.89
reefers,state,False,OH,KS,1.96
reefers,state,False,OH,KY,3.93
reefers,state,False,OH,LA,3.01
reefers,state,False,OH,MA,3.94
reefers,state,False,OH,MD,4.51
reefers,state,False,OH,ME,3.68
reefers,state,False,OH,MI,3.8
reefers,state,False,OH,MN,1.93
reefers,state,False,OH,MO,2.35
reefers,state,False,OH,MS,2.94
reefers,state,False,OH,NC,4.16
reefers,state,False,OH,ND,2.31
reefers,state,False,OH,NE,1.81
reefers,state,False,OH,NH,3.94
reefers,state,False,OH,NJ,3.76
reefers,state,False,OH,NM,2.01
reefers,state,False,OH,NV,1.71
reefers,state,False,OH,NY,4.22
reefers,state,False,OH,OH,4.83
reefers,state,False,OH,OK,2.29
reefers,state,False,OH,ON,2.6
reefers,state,False,OH,OR,1.65
reefers,state,False,OH,PA,4.33
reefers,state,False,OH,PQ,2.11
reefers,state,False,OH,SC,3.9
reefers,state,False,OH,TN,3.66
reefers,state,False,OH,TX,2.06
reefers,state,False,OH,UT,1.51
reefers,state,False,OH,VA,4.46
reefers,state,False,OH,VT,4.09
reefers,state,False,OH,WA,1.55
reefers,state,False,OH,WI,2.11
reefers,state,False,OH,WV,5.09
reefers,state,False,OH,WY,2.22
reefers,state,False,OK,AL,3.22
reefers,state,False,OK,AR,4.65
reefers,state,False,OK,AZ,1.76
reefers,state,False,OK,CA,1.49
reefers,state,False,OK,CO,2.87
reefers,state,False,OK,FL,2.99
reefers,state,False,OK,GA,3.28
reefers,state,False,OK,IA,1.76
reefers,state,False,OK,ID,2.01
reefers,state,False,OK,IL,2.38
reefers,state,False,OK,IN,2.82
reefers,state,False,OK,KS,3.32
reefers,state,False,OK,KY,2.46
reefers,state,False,OK,LA,2.99
reefers,state,False,OK,MI,2.45
reefers,state,False,OK,MN,1.75
reefers,state,False,OK,MO,2.78
reefers,state,False,OK,MS,4.29
reefers,state,False,OK,NC,2.3
reefers,state,False,OK,NE,2.12
reefers,state,False,OK,NJ,2.72
reefers,state,False,OK,NM,3.16
reefers,state,False,OK,NV,1.74
reefers,state,False,OK,NY,2.88
reefers,state,False,OK,OH,2.48
reefers,state,False,OK,OK,3.52
reefers,state,False,OK,OR,1.78
reefers,state,False,OK,PA,2.51
reefers,state,False,OK,TN,3.57
reefers,state,False,OK,TX,3.14
reefers,state,False,OK,UT,1.74
reefers,state,False,OK,WA,1.82
reefers,state,False,OK,WI,2.04
reefers,state,False,OK,WY,2.98
reefers,state,False,ON,Dest - AB,2.38
reefers,state,False,ON,AL,2.59
reefers,state,False,ON,AR,2.24
reefers,state,False,ON,AZ,1.4
reefers,state,False,ON,BC,2.35
reefers,state,False,ON,CA,1.35
reefers,state,False,ON,CO,2.4
reefers,state,False,ON,CT,3.99
reefers,state,False,ON,FL,2.75
reefers,state,False,ON,GA,2.47
reefers,state,False,ON,IA,2.39
reefers,state,False,ON,IL,2.74
reefers,state,False,ON,IN,2.7
reefers,state,False,ON,KS,1.95
reefers,state,False,ON,KY,3.38
reefers,state,False,ON,LA,2.55
reefers,state,False,ON,MA,3.93
reefers,state,False,ON,MB,2.56
reefers,state,False,ON,MD,4.03
reefers,state,False,ON,MI,3.73
reefers,state,False,ON,MN,2.45
reefers,state,False,ON,MO,2.35
reefers,state,False,ON,NB,2.53
reefers,state,False,ON,NC,3.2
reefers,state,False,ON,NJ,3.57
reefers,state,False,ON,NS,2.29
reefers,state,False,ON,NY,4.3
reefers,state,False,ON,OH,3.47
reefers,state,False,ON,ON,3.46
reefers,state,False,ON,OR,2.21
reefers,state,False,ON,PA,3.42
reefers,state,False,ON,PQ,2.51
reefers,state,False,ON,SC,4.31
reefers,state,False,ON,SK,3.19
reefers,state,False,ON,TN,3.2
reefers,state,False,ON,TX,1.49
reefers,state,False,ON,UT,2.22
reefers,state,False,ON,VA,3.68
reefers,state,False,ON,WA,1.94
reefers,state,False,ON,WI,3.17
reefers,state,False,OR,Dest - AB,2.52
reefers,state,False,OR,AZ,2.26
reefers,state,False,OR,BC,3.47
reefers,state,False,OR,CA,1.84
reefers,state,False,OR,CO,2.78
reefers,state,False,OR,CT,2.4
reefers,state,False,OR,FL,2.36
reefers,state,False,OR,GA,2.43
reefers,state,False,OR,IA,2.04
reefers,state,False,OR,ID,2.54
reefers,state,False,OR,IL,2.18
reefers,state,False,OR,IN,2.22
reefers,state,False,OR,KS,2.24
reefers,state,False,OR,KY,2.2
reefers,state,False,OR,LA,2.41
reefers,state,False,OR,MA,2.34
reefers,state,False,OR,MD,2.4
reefers,state,False,OR,MI,2.2
reefers,state,False,OR,MN,2.31
reefers,state,False,OR,MO,2.05
reefers,state,False,OR,MT,2.86
reefers,state,False,OR,NC,2.37
reefers,state,False,OR,NJ,2.19
reefers,state,False,OR,NV,2.61
reefers,state,False,OR,NY,2.24
reefers,state,False,OR,OH,2.24
reefers,state,False,OR,OK,2.35
reefers,state,False,OR,ON,1.91
reefers,state,False,OR,OR,4.57
reefers,state,False,OR,PA,2.33
reefers,state,False,OR,PQ,1.6
reefers,state,False,OR,SC,2.33
reefers,state,False,OR,TN,2.34
reefers,state,False,OR,TX,2.33
reefers,state,False,OR,UT,2.3
reefers,state,False,OR,VA,2.33
reefers,state,False,OR,WA,4.12
reefers,state,False,OR,WI,2.24
reefers,state,False,OR,WY,3.19
reefers,state,False,PA,Dest - AB,1.85
reefers,state,False,PA,AL,2.26
reefers,state,False,PA,AR,1.53
reefers,state,False,PA,AZ,1.2
reefers,state,False,PA,BC,1.55
reefers,state,False,PA,CA,1.07
reefers,state,False,PA,CO,1.76
reefers,state,False,PA,CT,5.19
reefers,state,False,PA,DE,4.63
reefers,state,False,PA,FL,2.61
reefers,state,False,PA,GA,2.63
reefers,state,False,PA,IA,1.45
reefers,state,False,PA,ID,1.17
reefers,state,False,PA,IL,1.58
reefers,state,False,PA,IN,1.88
reefers,state,False,PA,KS,1.48
reefers,state,False,PA,KY,2.08
reefers,state,False,PA,LA,2.1
reefers,state,False,PA,MA,4.44
reefers,state,False,PA,MD,5.49
reefers,state,False,PA,ME,3.73
reefers,state,False,PA,MI,1.98
reefers,state,False,PA,MN,1.48
reefers,state,False,PA,MO,1.63
reefers,state,False,PA,MS,2.16
reefers,state,False,PA,MT,1.49
reefers,state,False,PA,NC,3.25
reefers,state,False,PA,ND,1.42
reefers,state,False,PA,NE,1.49
reefers,state,False,PA,NH,4.26
reefers,state,False,PA,NJ,4.69
reefers,state,False,PA,NM,1.69
reefers,state,False,PA,NV,1.25
reefers,state,False,PA,NY,4.51
reefers,state,False,PA,OH,2.44
reefers,state,False,PA,OK,1.69
reefers,state,False,PA,ON,2.17
reefers,state,False,PA,OR,1.49
reefers,state,False,PA,PA,4.45
reefers,state,False,PA,PQ,2.08
reefers,state,False,PA,RI,4.72
reefers,state,False,PA,SC,2.93
reefers,state,False,PA,SD,1.45
reefers,state,False,PA,TN,2.28
reefers,state,False,PA,TX,1.57
reefers,state,False,PA,UT,1.34
reefers,state,False,PA,VA,4.31
reefers,state,False,PA,VT,4.58
reefers,state,False,PA,WA,1.47
reefers,state,False,PA,WI,1.55
reefers,state,False,PA,WV,3.67
reefers,state,False,PA,WY,1.67
reefers,state,False,PQ,Dest - AB,1.9
reefers,state,False,PQ,CA,1.34
reefers,state,False,PQ,FL,2.32
reefers,state,False,PQ,IL,2.34
reefers,state,False,PQ,IN,2.28
reefers,state,False,PQ,MS,1.8
reefers,state,False,PQ,NB,2.91
reefers,state,False,PQ,NY,4.49
reefers,state,False,PQ,OH,2.08
reefers,state,False,PQ,ON,1.85
reefers,state,False,PQ,PA,4.34
reefers,state,False,PQ,PQ,3.28
reefers,state,False,PQ,TN,2.63
reefers,state,False,PQ,TX,1.72
reefers,state,False,PQ,VA,3.14
reefers,state,False,RI,FL,2.2
reefers,state,False,RI,MD,2.85
reefers,state,False,RI,NJ,4.1
reefers,state,False,RI,PA,2.59
reefers,state,False,RI,TX,1.1
reefers,state,False,RI,WA,1.07
reefers,state,False,SC,AL,3.09
reefers,state,False,SC,AR,1.59
reefers,state,False,SC,AZ,1.27
reefers,state,False,SC,CA,1.09
reefers,state,False,SC,CO,1.73
reefers,state,False,SC,CT,2.78
reefers,state,False,SC,FL,3.23
reefers,state,False,SC,GA,3.91
reefers,state,False,SC,IA,1.75
reefers,state,False,SC,IL,1.59
reefers,state,False,SC,IN,1.7
reefers,state,False,SC,KS,1.62
reefers,state,False,SC,KY,2.3
reefers,state,False,SC,LA,2.14
reefers,state,False,SC,MA,2.94
reefers,state,False,SC,MD,3.06
reefers,state,False,SC,MI,1.91
reefers,state,False,SC,MN,1.6
reefers,state,False,SC,MO,1.5
reefers,state,False,SC,MS,2.14
reefers,state,False,SC,NC,4.46
reefers,state,False,SC,NJ,2.67
reefers,state,False,SC,NV,1.22
reefers,state,False,SC,NY,3.06
reefers,state,False,SC,OH,1.95
reefers,state,False,SC,OK,1.81
reefers,state,False,SC,ON,1.84
reefers,state,False,SC,PA,2.74
reefers,state,False,SC,SC,4.22
reefers,state,False,SC,TN,2.63
reefers,state,False,SC,TX,1.48
reefers,state,False,SC,UT,1.31
reefers,state,False,SC,VA,3.56
reefers,state,False,SC,WA,1.38
reefers,state,False,SC,WI,1.48
reefers,state,False,SC,WV,3.58
reefers,state,False,SD,AZ,2.5
reefers,state,False,SD,CA,2.21
reefers,state,False,SD,CO,4.21
reefers,state,False,SD,FL,3.1
reefers,state,False,SD,GA,3.51
reefers,state,False,SD,IA,4.58
reefers,state,False,SD,IL,3.84
reefers,state,False,SD,IN,3.07
reefers,state,False,SD,KS,4.39
reefers,state,False,SD,KY,4.1
reefers,state,False,SD,MI,3.61
reefers,state,False,SD,MN,4.61
reefers,state,False,SD,MO,4.25
reefers,state,False,SD,NC,3.55
reefers,state,False,SD,NH,3.16
reefers,state,False,SD,NJ,3.05
reefers,state,False,SD,OH,3.75
reefers,state,False,SD,OK,4.24
reefers,state,False,SD,OR,2.34
reefers,state,False,SD,PA,3.77
reefers,state,False,SD,SC,2.55
reefers,state,False,SD,TN,3.61
reefers,state,False,SD,TX,3.31
reefers,state,False,SD,UT,2.75
reefers,state,False,SD,WA,2.21
reefers,state,False,SD,WI,4.1
reefers,state,False,TN,AL,4.37
reefers,state,False,TN,AR,2.99
reefers,state,False,TN,AZ,1.49
reefers,state,False,TN,CA,1.27
reefers,state,False,TN,CO,2.17
reefers,state,False,TN,CT,3.04
reefers,state,False,TN,FL,3.28
reefers,state,False,TN,GA,4.08
reefers,state,False,TN,IA,2.12
reefers,state,False,TN,IL,2.01
reefers,state,False,TN,IN,2.78
reefers,state,False,TN,KS,2.12
reefers,state,False,TN,KY,3.89
reefers,state,False,TN,LA,2.96
reefers,state,False,TN,MA,3.05
reefers,state,False,TN,MD,3.41
reefers,state,False,TN,MI,2.79
reefers,state,False,TN,MN,1.77
reefers,state,False,TN,MO,2.17
reefers,state,False,TN,MS,3.51
reefers,state,False,TN,NC,3.67
reefers,state,False,TN,NE,2.2
reefers,state,False,TN,NJ,2.86
reefers,state,False,TN,NM,1.87
reefers,state,False,TN,NV,1.55
reefers,state,False,TN,NY,2.93
reefers,state,False,TN,OH,2.94
reefers,state,False,TN,OK,2.23
reefers,state,False,TN,ON,2.32
reefers,state,False,TN,PA,2.91
reefers,state,False,TN,SC,4.25
reefers,state,False,TN,TN,4.36
reefers,state,False,TN,TX,2.16
reefers,state,False,TN,UT,1.44
reefers,state,False,TN,VA,3.44
reefers,state,False,TN,WA,1.64
reefers,state,False,TN,WI,2.03
reefers,state,False,TN,WV,3.31
reefers,state,False,TN,WY,2.21
reefers,state,False,TX,Dest - AB,2.02
reefers,state,False,TX,AL,2.83
reefers,state,False,TX,AR,2.71
reefers,state,False,TX,AZ,1.41
reefers,state,False,TX,BC,1.96
reefers,state,False,TX,CA,1.39
reefers,state,False,TX,CO,2.38
reefers,state,False,TX,CT,2.57
reefers,state,False,TX,DE,2.34
reefers,state,False,TX,FL,2.73
reefers,state,False,TX,GA,2.62
reefers,state,False,TX,IA,1.96
reefers,state,False,TX,ID,1.66
reefers,state,False,TX,IL,2.06
reefers,state,False,TX,IN,2.14
reefers,state,False,TX,KS,2.27
reefers,state,False,TX,KY,2.55
reefers,state,False,TX,LA,3.24
reefers,state,False,TX,MA,2.48
reefers,state,False,TX,MD,2.53
reefers,state,False,TX,ME,2.59
reefers,state,False,TX,MI,2.13
reefers,state,False,TX,MN,1.9
reefers,state,False,TX,MO,2.39
reefers,state,False,TX,MS,2.83
reefers,state,False,TX,MT,2.72
reefers,state,False,TX,NC,2.63
reefers,state,False,TX,ND,1.65
reefers,state,False,TX,NE,1.93
reefers,state,False,TX,NH,2.14
reefers,state,False,TX,NJ,2.41
reefers,state,False,TX,NM,2.28
reefers,state,False,TX,NV,1.71
reefers,state,False,TX,NY,2.71
reefers,state,False,TX,OH,2.3
reefers,state,False,TX,OK,3.2
reefers,state,False,TX,ON,1.89
reefers,state,False,TX,OR,1.71
reefers,state,False,TX,PA,2.36
reefers,state,False,TX,PQ,1.78
reefers,state,False,TX,RI,2.41
reefers,state,False,TX,SC,2.75
reefers,state,False,TX,SD,1.8
reefers,state,False,TX,TN,2.65
reefers,state,False,TX,TX,3.01
reefers,state,False,TX,UT,1.63
reefers,state,False,TX,VA,2.63
reefers,state,False,TX,VT,2.14
reefers,state,False,TX,WA,1.73
reefers,state,False,TX,WI,1.83
reefers,state,False,TX,WV,2.19
reefers,state,False,TX,WY,2.67
reefers,state,False,UT,AL,2.59
reefers,state,False,UT,AR,2.93
reefers,state,False,UT,AZ,2.85
reefers,state,False,UT,CA,2.28
reefers,state,False,UT,CO,4.14
reefers,state,False,UT,FL,2.85
reefers,state,False,UT,GA,2.68
reefers,state,False,UT,IA,2.34
reefers,state,False,UT,ID,2.37
reefers,state,False,UT,IL,2.59
reefers,state,False,UT,IN,2.62
reefers,state,False,UT,KS,3.34
reefers,state,False,UT,KY,2.65
reefers,state,False,UT,MA,2.96
reefers,state,False,UT,MD,2.67
reefers,state,False,UT,ME,2.58
reefers,state,False,UT,MI,2.67
reefers,state,False,UT,MN,2.54
reefers,state,False,UT,MO,2.87
reefers,state,False,UT,MS,2.93
reefers,state,False,UT,MT,3.42
reefers,state,False,UT,NC,2.75
reefers,state,False,UT,NE,3.78
reefers,state,False,UT,NJ,2.56
reefers,state,False,UT,NM,4.24
reefers,state,False,UT,NV,2.99
reefers,state,False,UT,NY,2.65
reefers,state,False,UT,OH,2.5
reefers,state,False,UT,OK,3.28
reefers,state,False,UT,OR,2.72
reefers,state,False,UT,PA,2.62
reefers,state,False,UT,SC,2.78
reefers,state,False,UT,TN,2.68
reefers,state,False,UT,TX,3.0
reefers,state,False,UT,UT,4.06
reefers,state,False,UT,VA,2.71
reefers,state,False,UT,WA,2.66
reefers,state,False,UT,WI,2.38
reefers,state,False,UT,WY,4.82
reefers,state,False,VA,AL,2.27
reefers,state,False,VA,AR,1.43
reefers,state,False,VA,AZ,1.06
reefers,state,False,VA,CA,0.94
reefers,state,False,VA,CO,1.49
reefers,state,False,VA,CT,3.84
reefers,state,False,VA,DE,3.72
reefers,state,False,VA,FL,2.6
reefers,state,False,VA,GA,2.61
reefers,state,False,VA,IA,1.21
reefers,state,False,VA,IL,1.62
reefers,state,False,VA,IN,1.72
reefers,state,False,VA,KS,1.36
reefers,state,False,VA,KY,2.46
reefers,state,False,VA,LA,1.9
reefers,state,False,VA,MA,3.38
reefers,state,False,VA,MD,4.69
reefers,state,False,VA,ME,3.36
reefers,state,False,VA,MI,2.19
reefers,state,False,VA,MN,1.55
reefers,state,False,VA,MO,1.29
reefers,state,False,VA,MS,2.09
reefers,state,False,VA,NC,3.93
reefers,state,False,VA,NE,1.41
reefers,state,False,VA,NH,3.51
reefers,state,False,VA,NJ,3.41
reefers,state,False,VA,NM,1.4
reefers,state,False,VA,NV,1.66
reefers,state,False,VA,NY,3.55
reefers,state,False,VA,OH,2.38
reefers,state,False,VA,OK,1.67
reefers,state,False,VA,OR,1.46
reefers,state,False,VA,PA,3.62
reefers,state,False,VA,SC,3.74
reefers,state,False,VA,TN,2.35
reefers,state,False,VA,TX,1.38
reefers,state,False,VA,UT,1.25
reefers,state,False,VA,VA,5.2
reefers,state,False,VA,WA,1.43
reefers,state,False,VA,WI,1.48
reefers,state,False,VT,CA,1.14
reefers,state,False,VT,FL,2.39
reefers,state,False,VT,GA,2.07
reefers,state,False,VT,MD,4.22
reefers,state,False,VT,MO,1.39
reefers,state,False,VT,NC,3.31
reefers,state,False,VT,NJ,4.45
reefers,state,False,VT,NY,4.38
reefers,state,False,VT,OH,1.78
reefers,state,False,VT,PA,3.13
reefers,state,False,VT,WI,1.5
reefers,state,False,WA,Dest - AB,3.29
reefers,state,False,WA,AL,2.33
reefers,state,False,WA,AR,2.24
reefers,state,False,WA,AZ,1.91
reefers,state,False,WA,BC,3.47
reefers,state,False,WA,CA,1.77
reefers,state,False,WA,CO,2.71
reefers,state,False,WA,CT,2.42
reefers,state,False,WA,FL,2.28
reefers,state,False,WA,GA,2.31
reefers,state,False,WA,IA,2.19
reefers,state,False,WA,ID,2.42
reefers,state,False,WA,IL,2.16
reefers,state,False,WA,IN,2.19
reefers,state,False,WA,KS,2.31
reefers,state,False,WA,KY,2.3
reefers,state,False,WA,LA,2.25
reefers,state,False,WA,MA,2.26
reefers,state,False,WA,MD,2.32
reefers,state,False,WA,ME,2.44
reefers,state,False,WA,MI,2.22
reefers,state,False,WA,MN,2.47
reefers,state,False,WA,MO,2.32
reefers,state,False,WA,MT,3.25
reefers,state,False,WA,NC,2.32
reefers,state,False,WA,ND,2.9
reefers,state,False,WA,NE,2.38
reefers,state,False,WA,NJ,2.38
reefers,state,False,WA,NM,2.67
reefers,state,False,WA,NV,2.23
reefers,state,False,WA,NY,2.14
reefers,state,False,WA,OH,2.11
